domain,n_rows,outlet_type
mynews13.com,1,local
azerbaijannews.net,1,wire_pr
kelo.com,1,local
iraq-businessnews.com,1,national
digitalnewsasia.com,1,trade
automationworld.com,1,trade
thewall.fyi,1,national
gcn.com,1,trade
inc42.com,1,trade
channelasia.tech,1,trade
themiddlemarket.com,1,trade
itproportal.com,1,trade
worcesternews.co.uk,1,local
885thebeach.com,1,local
jakartaglobe.id,1,national
blog.physicsworld.com,1,trade
financemagnates.com,1,trade
timescolonist.com,1,local
thenationonlineng.net,1,national
silicon.co.uk,1,trade
design-reuse.com,1,trade
advancedbiofuelsusa.info,1,trade
dispatch.com,1,local
taiwansun.com,1,wire_pr
henryherald.com,1,local
kuwaittimes.com,1,national
foreignaffairs.co.nz,1,other
delawareonline.com,1,local
electronics360.globalspec.com,1,trade
liliputing.com,1,trade
montreal.ctvnews.ca,1,local
middleeaststar.com,1,national
gizmochina.com,1,trade
lawyersweekly.com.au,1,trade
nation.sc,1,national
maribyrnonghobsonsbay.starweekly.com.au,1,local
healthcare-digital.com,1,trade
tillamookheadlightherald.com,1,local
knsiradio.com,1,local
y94.com,1,local
dailyexcelsior.com,1,local
esgnews.com,1,trade
victoriaadvocate.com,1,local
english.sakshi.com,1,local
pipelinepub.com,1,trade
energy.economictimes.indiatimes.com,1,trade
winchesterstar.com,1,local
thewire.in,1,national
sharechat.co.nz,1,wire_pr
nation.africa,1,national
soyacincau.com,1,trade
information-age.com,1,trade
newstalk1230.net,1,local
thecentersquare.com,1,wire_pr
france24.com,1,national
scrippsnews.com,1,national
neworleanssun.com,1,wire_pr
martinsvillebulletin.com,1,local
onenewspage.com,1,wire_pr
musicbusinessworldwide.com,1,trade
dailyadvance.com,1,local
blog.executivebiz.com,1,trade
theolivepress.es,1,local
freshplaza.com,1,trade
cityfarmer.info,1,other
corvallisadvocate.com,1,local
constructionweekonline.in,1,trade
phoronix.com,1,trade
edie.net,1,trade
icenews.is,1,national
njbiz.com,1,local
mexiconewsdaily.com,1,national
al.com,1,local
news.siliconindia.com,1,trade
aviationweek.com,1,trade
wraltechwire.com,1,local
innovationtoronto.com,1,trade
newstalkzb.co.nz,1,national
clarksvillenow.com,1,local
uk.news.yahoo.com,1,wire_pr
ncadvertiser.com,1,local
middletownpress.com,1,local
muscatinejournal.com,1,local
theengineer.co.uk,1,trade
worldcoal.com,1,trade
gtlaw.com,1,other
irishmirror.ie,1,national
ctinsider.com,1,local
newsmaker.com.au,1,other
leadersleague.com,1,trade
upstreamonline.com,1,trade
loudounnow.com,1,local
dailycamera.com,1,local
ctpost.com,1,local
punchng.com,1,national
wbjournal.com,1,local
canindia.com,1,other
newsday.co.zw,1,national
dcnewsnow.com,1,local
phoneworld.com.pk,1,trade
techbooky.com,1,trade
marketbusinessnews.com,1,other
goskagit.com,1,local
howtogeek.com,1,trade
graphic.com.gh,1,national
sciotopost.com,1,local
morningjournal.com,1,local
tribune.net.ph,1,national
lakegenevanews.net,1,local
heraldandnews.com,1,local
ghanaweb.com,1,national
enn.com,1,trade
cio.economictimes.indiatimes.com,1,trade
news.topwirenews.com,1,wire_pr
thefinance.sg,1,trade
namibiansun.com,1,national
thehour.com,1,local
leinsterleader.ie,1,local
metro.us,1,national
prweb.com,1,wire_pr
news.priyo.com,1,national
kaleidoscot.com,1,other
northafricapost.com,1,national
udayavani.com,1,local
postcrescent.com,1,local
offalyexpress.ie,1,local
starlocalmedia.com,1,local
siliconcanals.com,1,trade
siliconera.com,1,trade
jsonline.com,1,local
thecabin.net,1,local
supplychainmarket.com,1,trade
mainemirror.com,1,other
marketing-interactive.com,1,trade
rbj.net,1,local
pakistantelegraph.com,1,other
datanami.com,1,trade
nagalandpost.com,1,local
floridastatesman.com,1,other
manilastandard.net,1,national
island.lk,1,national
phnompenhpost.com,1,national
kachwanya.com,1,trade
israelherald.com,1,other
hongkongherald.com,1,other
kearneyhub.com,1,local
haitisun.com,1,other
sinchew.com.my,1,national
countercurrents.org,1,national
sanantoniopost.com,1,other
carnewschina.com,1,trade
whio.com,1,local
independentaustralia.net,1,national
milehighcre.com,1,trade
kiratas.com,1,other
cpomagazine.com,1,trade
buildingtalk.com,1,trade
98fm.com,1,local
realradio804.com,1,local
hellenicshippingnews.com,1,trade
extra.ie,1,national
news.europawire.eu,1,wire_pr
vietnam-briefing.com,1,trade
techweez.com,1,trade
trinidadtimes.com,1,other
newswire.ca,1,wire_pr
myjoyonline.com,1,national
insurancejournal.com,1,trade
ctvnews.ca,1,national
climatecrocks.com,1,other
geeky-gadgets.com,1,trade
thenigerianvoice.com,1,national
opp.today,1,other
her.yourstory.com,1,trade
wsjm.com,1,local
arabtimesonline.com,1,national
imeche.org,1,trade
hub.secure-ic.com,1,other
dcvelocity.com,1,trade
keprtv.com,1,local
vccircle.com,1,trade
983thecoast.com,1,local
kbc.co.ke,1,national
mobilesyrup.com,1,trade
channelfutures.com,1,trade
techfinancials.co.za,1,trade
themobileindian.com,1,trade
nova.ie,1,local
967theeagle.net,1,local
traveldailymedia.com,1,trade
knopnews2.com,1,local
wacotrib.com,1,local
poncacitynow.com,1,local
diariodeiguape.com,1,local
defence.pk,1,other
uniindia.com,1,wire_pr
northernpublicradio.org,1,local
keyt.com,1,local
twincities.com,1,local
tech-critter.com,1,trade
nationalparkstraveler.org,1,national
sciencealert.com,1,national
finsmes.com,1,trade
ibj.com,1,local
navhindtimes.in,1,local
governing.com,1,trade
oxfordstudent.com,1,local
zonebourse.com,1,wire_pr
madisoncourier.com,1,local
steelguru.com,1,trade
dslreports.com,1,trade
pragativadi.com,1,local
djournal.com,1,local
bluemountaineagle.com,1,local
canaleenergia.com,1,trade
unitedwithisrael.org,1,other
sciencebusiness.net,1,trade
eugenedailynews.com,1,local
effinghamdailynews.com,1,local
urdupoint.com,1,national
dailypioneer.com,1,national
zmescience.com,1,national
romania-insider.com,1,national
etftrends.com,1,trade
dominicantoday.com,1,national
thepitchkc.com,1,local
greentechlead.com,1,trade
ruetir.com,1,trade
y105fm.com,1,local
tanzanianewsreports.com,1,other
placenorthwest.co.uk,1,trade
quickcountry.com,1,local
rubbernews.com,1,trade
mix108.com,1,local
kcci.com,1,local
vietnamnews.vn,1,national
newzealandstar.com,1,other
news.sky.com,1,national
cajnewsafrica.com,1,wire_pr
cranestodaymagazine.com,1,trade
siasat.com,1,local
nuggetnews.com,1,local
hillsboroherald.com,1,local
wbiw.com,1,local
business-review.eu,1,national
963xke.com,1,local
genevalunch.com,1,local
smdailyjournal.com,1,local
wordpress.com,1,other
lmtonline.com,1,local
newsbtc.com,1,trade
naija247news.com,1,national
saltwire.com,1,local
thewest.com.au,1,local
lhrtimes.com,1,other
cryptonews.com,1,trade
odt.co.nz,1,local
rashtranews.com,1,other
powerphilippines.com,1,trade
tv6tnt.com,1,local
leducrep.com,1,local
kw3.com,1,local
von.gov.ng,1,other
khaosodenglish.com,1,national
heraldcourier.com,1,local
kwqc.com,1,local
business.outlookindia.com,1,national
mvariety.com,1,local
investing.com,1,wire_pr
pc-tablet.co.in,1,trade
geo.tv,1,national
cryptopolitan.com,1,trade
nbcsandiego.com,1,local
campustechnology.com,1,trade
extremetech.com,1,trade
katu.com,1,local
electricenergyonline.com,1,trade
qctimes.com,1,local
electrek.co,1,trade
washtimesherald.com,1,local
fox26houston.com,1,local
baystreet.ca,1,national
dieselgasoil.com,1,other
eetimes.com,1,trade
shanghaisun.com,1,local
bryantimes.com,1,local
home.cern,1,other
telegraph.co.uk,1,national
wbtmdanville.com,1,local
miningreview.com,1,trade
africa-newsroom.com,1,wire_pr
en.tempo.co,1,national
thestatehousefile.com,1,local
globalnews.ca,1,national
yorkshirepost.co.uk,1,local
citybeat.com,1,local
science.slashdot.org,1,trade
chestertontribune.com,1,local
chronline.com,1,local
kiplinger.com,1,national
kgou.org,1,local
wkrb13.com,1,wire_pr
registercitizen.com,1,local
orissapost.com,1,local
ukauthority.com,1,trade
sofokleous10.gr,1,national
investorschronicle.co.uk,1,national
kowb1290.com,1,local
johansen.se,1,other
wiky.com,1,local
newsincyprus.com,1,national
newschannel9.com,1,local
wiltonbulletin.com,1,local
fijivillage.com,1,national
medianama.com,1,trade
myedmondsnews.com,1,local
sakshipost.com,1,local
arcticstartup.com,1,trade
inferse.com,1,other
kiiitv.com,1,local
northkoreatimes.com,1,other
harwichandmanningtreestandard.co.uk,1,local
whtimes.co.uk,1,local
environmentenergyleader.com,1,trade
247wallst.com,1,national
houstonchronicle.com,1,local
hampshirechronicle.co.uk,1,local
wimbledonguardian.co.uk,1,local
kilburntimes.co.uk,1,local
whittierdailynews.com,1,local
bicesteradvertiser.net,1,local
wboc.com,1,local
kccu.org,1,local
chesterstandard.co.uk,1,local
mynspr.org,1,local
gulf-times.com,1,national
newsshopper.co.uk,1,local
derryjournal.com,1,local
wesh.com,1,local
halesowennews.co.uk,1,local
gazetteandherald.co.uk,1,local
krcu.org,1,local
lynnnews.co.uk,1,local
roboticstomorrow.com,1,trade
publictechnology.net,1,trade
edp24.co.uk,1,local
thetimes.com,1,national
eastoregonian.com,1,local
investmentexecutive.com,1,trade
lowellsun.com,1,local
crikey.com.au,1,national
gasworld.com,1,trade
edmontonsun.com,1,local
wglt.org,1,local
constructionequipmentguide.com,1,trade
fbherald.com,1,local
pagosadailypost.com,1,local
cloud-computing.tmcnet.com,1,trade
nationalobserver.com,1,national
hudsonreporter.com,1,local
inthesetimes.com,1,national
nakedcapitalism.com,1,national
sierraleonetimes.com,1,national
tech.news.am,1,trade
hotair.com,1,national
presspublications.com,1,local
louisianaradionetwork.com,1,local
cities929.com,1,local
ai-cio.com,1,trade
newdelhitimes.com,1,national
gizbot.com,1,trade
euractiv.com,1,national
governancenow.com,1,trade
ai-online.com,1,trade
apnews.com,1,wire_pr
bdonline.co.uk,1,trade
k945.com,1,local
eldoradonews.com,1,local
mirror.co.uk,1,national
institutionalinvestor.com,1,trade
qrius.com,1,national
goodmenproject.com,1,national
1290wlby.com,1,local
wgowam.com,1,local
e.vnexpress.net,1,national
archdaily.com,1,trade
thefifthestate.com.au,1,trade
kkoh.com,1,local
kedm.org,1,local
chronicle.lu,1,national
eturbonews.com,1,trade
coinspeaker.com,1,trade
hartenergy.com,1,trade
themarketsdaily.com,1,wire_pr
fox4beaumont.com,1,local
theconservativetreehouse.com,1,national
thecable.ng,1,national
dakotawarcollege.com,1,local
newcastleherald.com.au,1,local
middleeastmonitor.com,1,national
chroniclelive.co.uk,1,local
newstribune.com,1,local
turnto10.com,1,local
wtov9.com,1,local
publicnewsservice.org,1,wire_pr
indiatimes.com,1,national
nebraska.tv,1,local
bennettjones.com,1,other
ironmountaindailynews.com,1,local
thenationalnews.com,1,national
enewschannels.com,1,wire_pr
fortmacleodgazette.com,1,local
voanews.com,1,national
kpel965.com,1,local
prweek.com,1,trade
godanriver.com,1,local
planetizen.com,1,trade
thediplomat.ro,1,national
oedigital.com,1,trade
wdet.org,1,local
gvwire.com,1,local
theecologist.org,1,national
gadget.co.za,1,trade
postbulletin.com,1,local
dl-online.com,1,local
westernwheel.ca,1,local
energyandcapital.com,1,wire_pr
fitzhugh.ca,1,local
poweronline.com,1,trade
californianewswire.com,1,wire_pr
oilandgas360.com,1,trade
newstalkkit.com,1,local
maurice-info.mu,1,national
localgov.co.uk,1,trade
keyw.com,1,local
fox23.com,1,local
stategazette.com,1,local
wvpublic.org,1,local
argusmedia.com,1,trade
broadcastnow.co.uk,1,trade
amazingmadison.com,1,local
timesobserver.com,1,local
courant.com,1,local
ksal.com,1,local
sentinelandenterprise.com,1,local
kunr.org,1,local
tucsonsentinel.com,1,local
echopress.com,1,local
scientificamerican.com,1,national
bondbuyer.com,1,trade
healthcareitnews.com,1,trade
upi.com,1,wire_pr
wpxi.com,1,local
vicnews.com,1,local
news8000.com,1,local
news-herald.com,1,local
foxbangor.com,1,local
inewsgr.com,1,national
readingchronicle.co.uk,1,local
wfaa.com,1,local
calgarysun.com,1,local
reminetwork.com,1,trade
dnaindia.com,1,national
en.shafaqna.com,1,national
intelligentinsurer.com,1,trade
ieyenews.com,1,national
brainerddispatch.com,1,local
kptv.com,1,local
euro-petrole.com,1,trade
bowenislandundercurrent.com,1,local
wkyufm.org,1,local
localmemphis.com,1,local
glendalestar.com,1,local
georgiapolicy.org,1,other
re-port.ru,1,trade
thedailyrecord.com,1,local
intergameonline.com,1,trade
news-daily.com,1,local
altoonamirror.com,1,local
kdrv.com,1,local
joannenova.com.au,1,other
salemnews.net,1,local
ey.com,1,other
theitem.com,1,local
timesleaderonline.com,1,local
scworld.com,1,trade
gfmag.com,1,trade
newsroom.cisco.com,1,other
heraldstaronline.com,1,local
carolinajournal.com,1,local
lehighvalleylive.com,1,local
abnnewswire.net,1,wire_pr
delcotimes.com,1,local
beat102103.com,1,local
scmr.com,1,trade
kgw.com,1,local
wptf.com,1,local
dailypolitical.com,1,wire_pr
wmuk.org,1,local
massachusettssun.com,1,local
krmg.com,1,local
maysville-online.com,1,local
climatechangedispatch.com,1,other
wdtimes.com,1,local
power-eng.com,1,trade
augustafreepress.com,1,local
iafrica.com,1,national
insurancebusinessmag.com,1,trade
13abc.com,1,local
timeslive.co.za,1,national
santacruzsentinel.com,1,local
heraldbulletin.com,1,local
swissinfo.ch,1,national
mayerthorpefreelancer.com,1,local
maritime-executive.com,1,trade
hepburnadvocate.com.au,1,local
tspr.org,1,local
arstechnica.com,1,national
foreignpolicy.com,1,national
cbs8.com,1,local
slashgear.com,1,national
kten.com,1,local
americanpress.com,1,local
929thelake.com,1,local
abc15.com,1,local
abc.net.au,1,national
fox5atlanta.com,1,local
cityam.com,1,national
wuky.org,1,local
ksut.org,1,local
kool1017.com,1,local
watertechonline.com,1,trade
csmonitor.com,1,national
sherepricetarget.com,1,other
knpr.org,1,local
greekreporter.com,1,national
delawarepublic.org,1,local
ktrh.iheart.com,1,local
westmeathexaminer.ie,1,local
helsinkitimes.fi,1,national
cen.acs.org,1,trade
spotlightpa.org,1,local
fox6now.com,1,local
yourthurrock.com,1,local
nextplatform.com,1,trade
k2radio.com,1,local
vindy.com,1,local
justthenews.com,1,national
minotdailynews.com,1,local
whmi.com,1,local
electroiq.com,1,trade
newschannel10.com,1,local
cootamundraherald.com.au,1,local
witf.org,1,local
discoverairdrie.com,1,local
mohavedailynews.com,1,local
talkradio960.com,1,local
wgal.com,1,local
insuranceinsider.com,1,trade
dailymemphian.com,1,local
klove.com,1,national
businessdailynetwork.com,1,wire_pr
mycountry955.com,1,local
theintermountain.com,1,local
popsci.com,1,national
weau.com,1,local
rappler.com,1,national
whky.com,1,local
klcc.org,1,local
riviera-maya-news.com,1,local
livecharts.co.uk,1,wire_pr
theonion.com,1,other
kbtx.com,1,local
livenews.co.nz,1,national
www2.fundsforngos.org,1,other
wvasfm.org,1,local
whyy.org,1,local
gainesvilletimes.com,1,local
texastribune.org,1,local
decaturish.com,1,local
wiscassetnewspaper.com,1,local
inkfreenews.com,1,local
thenational.scot,1,national
windpowermonthly.com,1,trade
newstalk870.am,1,local
theblaze.com,1,national
mainlinemedianews.com,1,local
kansaspublicradio.org,1,local
ilovebobfm.com,1,local
wgauradio.com,1,local
wabi.tv,1,local
express.co.uk,1,national
africaleader.com,1,other
southernminn.com,1,local
lex18.com,1,local
ri.se,1,other
digit.in,1,trade
wisn.com,1,local
wypr.org,1,local
2paragraphs.com,1,national
journalrecord.com,1,local
peacearchnews.com,1,local
campbellrivermirror.com,1,local
weartv.com,1,local
russiaherald.com,1,other
channellife.co.nz,1,trade
wjol.com,1,local
businessweekly.co.uk,1,local
kare11.com,1,local
wthr.com,1,local
theprogress.com,1,local
restofworld.org,1,national
wattsupwiththat.com,1,national
local3news.com,1,local
wrjn.com,1,local
103kkcn.com,1,local
lansingcitypulse.com,1,local
yumasun.com,1,local
abcnews4.com,1,local
ky3.com,1,local
motherjones.com,1,national
thedailystar.com,1,local
socialistproject.ca,1,national
redstate.com,1,national
9and10news.com,1,local
1490wosh.com,1,local
cessnockadvertiser.com.au,1,local
urbanland.uli.org,1,trade
975kgkl.com,1,local
phoenixnewtimes.com,1,local
bakersfieldnow.com,1,local
wamc.org,1,local
kickam1530.com,1,local
tdworld.com,1,trade
bangordailynews.com,1,local
northwaleschronicle.co.uk,1,local
energy-storage.news,1,trade
wzzm13.com,1,local
harrowtimes.co.uk,1,local
camdencourier.com.au,1,local
timeswv.com,1,local
abc12.com,1,local
circleofblue.org,1,national
thehimalayantimes.com,1,national
local12.com,1,local
birminghamtimes.com,1,local
sharecast.com,1,wire_pr
ocbj.com,1,local
calgaryherald.com,1,local
thetelegraphandargus.co.uk,1,local
wnem.com,1,local
yorkpress.co.uk,1,local
truthout.org,1,national
somersetcountygazette.co.uk,1,local
tbsnews.net,1,national
ivpressonline.com,1,local
wjfw.com,1,local
thechemicalengineer.com,1,trade
tctimes.com,1,local
tenterfieldstar.com.au,1,local
realty.economictimes.indiatimes.com,1,national
andoveradvertiser.co.uk,1,local
wistv.com,1,local
wgxa.tv,1,local
komu.com,1,local
sdnewswatch.org,1,local
channelstv.com,1,national
king5.com,1,local
aei.org,1,other
kiro7.com,1,local
abc10.com,1,local
theintelligencer.net,1,local
hometownsource.com,1,local
lvb.com,1,local
thedailyreview.com,1,local
wkow.com,1,local
reporterherald.com,1,local
fultonsun.com,1,local
smh.com.au,1,national
wdsu.com,1,local
tvtechnology.com,1,trade
ktvh.com,1,local
news.wjct.org,1,local
krcgtv.com,1,local
prospect.org,1,national
qatar-tribune.com,1,national
abqjournal.com,1,local
ktbs.com,1,local
salon.com,1,national
coloradohometownweekly.com,1,local
news9.com,1,local
derrynow.com,1,local
observer-reporter.com,1,local
fox4news.com,1,local
themissouritimes.com,1,local
naroomanewsonline.com.au,1,local
570wkbn.iheart.com,1,local
29news.com,1,local
wjcl.com,1,local
wtkr.com,1,local
akronnewsreporter.com,1,local
earthtimes.org,1,other
kimatv.com,1,local
kens5.com,1,local
dailynews.com,1,local
indianapolisrecorder.com,1,local
newsradio540.iheart.com,1,local
vtdigger.org,1,local
mitchellrepublic.com,1,local
leitrimobserver.ie,1,local
japantoday.com,1,national
news.satnews.com,1,trade
mis-asia.com,1,trade
wshu.org,1,local
psdispatch.com,1,local
limerickleader.ie,1,local
cowboystatedaily.com,1,local
ghanaiantimes.com.gh,1,national
dailymaverick.co.za,1,national
summitdaily.com,1,local
tribtoday.com,1,local
wiod.iheart.com,1,local
abcnews.com,1,other
oregoncatalyst.com,1,local
fox13news.com,1,local
warringtonguardian.co.uk,1,local
ncnewsonline.com,1,local
kold.com,1,local
wlos.com,1,local
5newsonline.com,1,local
middleeasteye.net,1,national
duluthnewstribune.com,1,local
kagstv.com,1,local
wmra.org,1,local
technicalreviewmiddleeast.com,1,trade
thesuburban.com,1,local
news4sanantonio.com,1,local
southwalesguardian.co.uk,1,local
ksenam.com,1,local
dailydetroit.com,1,local
lampasasdispatchrecord.com,1,local
mainepublic.org,1,local
news3lv.com,1,local
kfoxtv.com,1,local
wokv.com,1,local
honisoit.com,1,local
troyrecord.com,1,local
wjr.com,1,local
portnews.com.au,1,local
salisburyjournal.co.uk,1,local
tribdem.com,1,local
kicks99.com,1,local
kmhk.com,1,local
westword.com,1,local
baylorlariat.com,1,local
nj1015.com,1,local
aol.co.uk,1,national
wcti12.com,1,local
themainewire.com,1,local
kake.com,1,local
fox17online.com,1,local
brentwoodlive.co.uk,1,local
987jack.com,1,local
wral.com,1,local
adn.com,1,local
wsaw.com,1,local
rfdtv.com,1,national
enewscourier.com,1,local
myb106.com,1,local
peoplesworld.org,1,national
erkansaka.net,1,other
kcby.com,1,local
tickerreport.com,1,wire_pr
mykiss1031.com,1,local
theonefeather.com,1,local
wcsufm.org,1,local
walb.com,1,local
livescience.com,1,national
989wclz.com,1,local
observertoday.com,1,local
knue.com,1,local
wrkf.org,1,local
wkyt.com,1,local
kfox95.com,1,local
valleynewslive.com,1,local
supertalk.fm,1,local
dailysabah.com,1,national
panow.com,1,local
atlantanewsfirst.com,1,local
patch.com,1,local
kltv.com,1,local
chinatechnews.com,1,trade
cbs2iowa.com,1,local
foxbaltimore.com,1,local
wkml.com,1,local
kmxt.org,1,local
phillyvoice.com,1,local
wnnj.iheart.com,1,local
thexradio.com,1,local
pressdemocrat.com,1,local
theconversation.com,1,national
dailydemocrat.com,1,local
kbft.org,1,local
ideastream.org,1,local
guernseypress.com,1,local
nynganobserver.com.au,1,local
sltrib.com,1,local
wflanews.iheart.com,1,local
stardem.com,1,local
dglobe.com,1,local
transylvaniatimes.com,1,local
therural.com.au,1,trade
lasvegassun.com,1,local
fox35orlando.com,1,local
fool.ca,1,national
southernhighlandnews.com.au,1,local
theprovince.com,1,local
centralmaine.com,1,local
easttexasradio.com,1,local
castanetkamloops.net,1,local
979kickfm.com,1,local
meadvilletribune.com,1,local
argentinastar.com,1,wire_pr
metro.co.uk,1,national
reason.com,1,national
tomsguide.com,1,national
watoday.com.au,1,local
kxlf.com,1,local
agrinews-pubs.com,1,trade
digitaltrends.com,1,national
theworldfolio.com,1,trade
wlwt.com,1,local
clearwatertimes.com,1,local
sacurrent.com,1,local
policymattersohio.org,1,other
pasadenastarnews.com,1,local
gleninnesexaminer.com.au,1,local
moabtimes.com,1,local
standard-democrat.com,1,local
businessreport.com,1,local
readingeagle.com,1,local
worldpumps.com,1,trade
coastalcourier.com,1,local
590kqnt.iheart.com,1,local
radiokerry.ie,1,local
mymcmedia.org,1,local
southcoastregister.com.au,1,local
presstelegram.com,1,local
mudgeeguardian.com.au,1,local
mmegi.bw,1,national
1350kman.com,1,local
texarkanagazette.com,1,local
wafb.com,1,local
kogo.iheart.com,1,local
ualrpublicradio.org,1,local
upnorthlive.com,1,local
africanenergychamber.africa-newsroom.com,1,wire_pr
wtok.com,1,local
alaskapublic.org,1,local
dailybreeze.com,1,local
wbt.com,1,local
standard.net,1,local
foxcarolina.com,1,local
ktvq.com,1,local
cachevalleydaily.com,1,local
ladysmithchronicle.com,1,local
ohiostandard.com,1,local
theadvocate.com.au,1,local
14news.com,1,local
981thehawk.com,1,local
terracestandard.com,1,local
newarkpostonline.com,1,local
sungazette.com,1,local
fox17.com,1,local
wyofile.com,1,local
hardenexpress.com.au,1,local
dungogchronicle.com.au,1,local
cjme.com,1,local
fox10tv.com,1,local
thedigitalcourier.com,1,local
wfdd.org,1,local
thereporteronline.com,1,local
washingtonian.com,1,local
kfvs12.com,1,local
wcjb.com,1,local
nevadanewsandviews.com,1,local
redlandcitybulletin.com.au,1,local
townhall.com,1,national
lewistownsentinel.com,1,local
radio.foxnews.com,1,national
rrr.org.au,1,local
mrt.com,1,local
b1047.com,1,local
youralaskalink.com,1,local
1470kyyw.com,1,local
kcur.org,1,local
inquirer.com,1,local
kazu.org,1,local
khq.com,1,local
yasstribune.com.au,1,local
khvhradio.iheart.com,1,local
oleantimesherald.com,1,local
hngnews.com,1,local
foxrochester.com,1,local
wctv.tv,1,local
finchannel.com,1,national
npr.org,1,national
wuwf.org,1,local
wtxl.com,1,local
