id,month,gkg_date,url,domain,title,title_source,relevant,sentiment,theme
522,2022-04,20220428123000,https://www.prnewswire.com/news-releases/edgeconnex-enters-indonesian-market-with-plans-for-a-hyperscale-data-center-campus-301534817.html,prnewswire.com,EdgeConneX® Enters Indonesian Market with Plans for a Hyperscale Data Center Campus,live,yes,positive,investment_buildout
523,2022-04,20220413230000,https://www.techwire.net/news/cdt-offers-peek-inside-its-data-center-and-an-invitation,techwire.net,cdt offers peek inside its data center and an invitation,slug,yes,neutral,tech_operations
524,2022-04,20220425104500,https://www.finanznachrichten.de/nachrichten-2022-04/55856851-american-premium-water-corp-to-acquire-cloudxchange-datacentre-inc-to-embark-on-crypto-mining-related-businesses-with-earnings-guarantee-of-us-dollar-1-5-m-011.htm,finanznachrichten.de,American Premium Water Corp. to acquire CloudXchange DataCentre Inc. to embark on crypto-mining related businesses with earnings guarantee of US$1.5 million for the first 12 months,live,yes,positive,investment_buildout
525,2022-04,20220414124500,https://www.datacenterknowledge.com:443/business/google-invest-95-billion-us-data-centers-offices,datacenterknowledge.com:443,"Google to Invest $9.5 Billion in U.S. Data Centers, Offices",live,yes,positive,investment_buildout
526,2022-04,20220411143000,https://www.texasguardian.com/news/272471241/green-data-center-market-anticipated-to-have-a-significant-cagr-of-143-during-the-period-of-2022-2032,texasguardian.com,green data center market anticipated to have significant cagr of during the period of,slug,yes,positive,investment_buildout
527,2022-04,20220408130000,https://www.openpr.com/news/2598695/green-data-center-market-revenue-to-register-robust-growth-rate,openpr.com,green data center market revenue to register robust growth rate,slug,yes,positive,investment_buildout
528,2022-04,20220405053000,https://www.reseller.co.nz/article/696875/kyndryl-strikes-multi-year-deal-with-cdc-data-centres/,reseller.co.nz,kyndryl strikes multi year deal with cdc data centres,slug,yes,neutral,investment_buildout
529,2022-04,20220405211500,https://www.bizjournals.com/washington/news/2022/04/05/prp-data-center-manassas.html,bizjournals.com,PRP acquires Manassas land for data center buildings - Washington Business Journal,live,yes,positive,investment_buildout
530,2022-04,20220413134500,https://www.finanznachrichten.de/nachrichten-2022-04/55773624-research-and-markets-denmark-data-centre-market-landscape-report-2022-2026-significant-investment-by-hyperscale-data-centres-including-apple-facebo-004.htm,finanznachrichten.de,"Research and Markets: Denmark Data Centre Market Landscape Report 2022-2026: Significant Investment by Hyperscale Data Centres Including Apple, Facebook and Google in Denmark, Attracted by Low-Cost Renewable Energy - ResearchAndMarkets.com",live,yes,positive,investment_buildout
531,2022-04,20220414014500,http://www.justmeans.com/blog/how-alibaba-cloud-data-centers-will-reach-100-clean-energy-by-2030,justmeans.com,how alibaba cloud data centers will reach clean energy by,slug,yes,positive,energy_grid
532,2022-04,20220403224500,https://timesofindia.indiatimes.com/city/bhubaneswar/govt-offers-sops-for-data-centres/articleshow/90630149.cms,timesofindia.indiatimes.com,Govt Offers Sops For Data Centres | Bhubaneswar News - Times of India,live,yes,positive,policy_regulation
533,2022-04,20220430061500,https://www.mingtiandi.com/real-estate/data-centres/gds-ytl-to-develop-8-data-centres-in-malaysias-johor/,mingtiandi.com,"GDS, YTL to Develop 8 Data Centres in Malaysia's Johor - Mingtiandi",live,yes,positive,investment_buildout
534,2022-04,20220413134500,https://www.torontotelegraph.com/news/272477437/sollensys-corp-acquires-additional-data-center-location,torontotelegraph.com,sollensys corp acquires additional data center location,slug,yes,positive,investment_buildout
535,2022-04,20220425074500,https://opengovasia.com/vietnam-to-build-countrys-largest-data-centre/,opengovasia.com,vietnam to build countrys largest data centre,slug,yes,positive,investment_buildout
536,2022-04,20220414100000,https://finance.yahoo.com/news/poland-data-centre-market-landscape-092300286.html,finance.yahoo.com,Poland Data Centre Market Landscape Report 2022-2026 Featuring Vantage Data Centers and Microsoft,live,yes,neutral,investment_buildout
537,2022-04,20220404123000,https://www.marketwatch.com/story/amd-to-buy-pensando-for-19-billion-to-build-out-its-data-center-business-2022-04-04,marketwatch.com,amd to buy pensando for billion to build out its data center business,slug,yes,positive,investment_buildout
538,2022-04,20220426134500,https://eandt.theiet.org/content/sponsored/a-framework-to-achieve-net-zero-environmentally-sustainable-data-centres/,eandt.theiet.org,framework to achieve net zero environmentally sustainable data centres,slug,yes,positive,environment_water
539,2022-04,20220408091500,https://ca.finance.yahoo.com/news/europes-data-centre-market-expected-084800664.html,ca.finance.yahoo.com,"Europe's Data Centre Market is Expected to Reach Revenues of €17,469 million by 2026",live,yes,positive,investment_buildout
540,2022-04,20220405164500,https://www.stltoday.com/business/investment/personal-finance/investors-are-loving-this-massive-data-center-reit/article_e21183b9-af6f-5b4b-b2af-8502238a02fe.html,stltoday.com,investors are loving this massive data center reit,slug,yes,positive,investment_buildout
541,2022-04,20220427101500,https://www.datacenterdynamics.com/en/news/northc-acquires-netrics-data-centers/,datacenterdynamics.com,NorthC acquires Netrics data centers - DCD,live,yes,positive,investment_buildout
542,2022-04,20220404051500,https://telecom.economictimes.indiatimes.com/news/5g-is-playing-an-integral-role-in-edge-data-center-investments-in-india-dell-technologies/90632283,telecom.economictimes.indiatimes.com,"5G is playing an integral role in edge data center investments in India: Dell Technologies, ETTelecom",live,yes,positive,investment_buildout
543,2022-04,20220402150000,https://www.muscatdaily.com/2022/04/02/equinix-to-build-first-data-center-in-salalah/,muscatdaily.com,Equinix to build first data center in Salalah,live,yes,positive,investment_buildout
544,2022-04,20220421031500,https://mb.com.ph/2022/04/21/us-data-center-developers-keen-on-expanding-in-ph/,mb.com.ph,us data center developers keen on expanding in ph,slug,yes,positive,investment_buildout
545,2022-04,20220426181500,https://www.globenewswire.com/news-release/2022/04/26/2428871/0/en/Philippines-Data-Center-Market-Investment-Report-2022-Featuring-Beeinfotech-Bitstop-Network-Services-Converge-ICT-Solutions-DITO-Telecommunity-ePLDT-Space-DC-YCO-Cloud-Centers-Glob.html,globenewswire.com,Philippines Data Center Market Investment Report 2022,live,yes,neutral,investment_buildout
546,2022-04,20220426150000,https://www.theportugalnews.com/news/2022-04-26/construction-begins-on-mega-data-centre/66615,theportugalnews.com,Construction begins on mega data centre,live,yes,positive,investment_buildout
547,2022-04,20220421154500,https://www.insidenova.com/headlines/data-center-mapped-out-for-34-acres-in-manassas/article_28c410fa-c17b-11ec-9fbe-5f910c3e5f1d.html,insidenova.com,Data center mapped out for 34 acres in Manassas,live,yes,neutral,investment_buildout
548,2022-04,20220429091500,https://finance.yahoo.com/news/immersion-cooling-market-data-centers-083400259.html,finance.yahoo.com,"Immersion Cooling Market in Data Centers - Growth, Trends, COVID-19 Impact, and Forecasts (2022 - 2027)",live,yes,positive,investment_buildout
549,2022-04,20220412124500,https://telecom.economictimes.indiatimes.com/news/corning-opens-experience-center-in-pune-for-data-center-in-building-solutions/90801120,telecom.economictimes.indiatimes.com,"Corning opens experience center in Pune for data center, in-building solutions, ETTelecom",live,yes,positive,tech_operations
550,2022-04,20220413150000,https://www.datacenterdynamics.com/en/news/amazon-planning-100mw-data-center-campus-in-the-city-of-gilroy-california/,datacenterdynamics.com,"Amazon planning 100MW data center campus in the City of Gilroy, California - DCD",live,yes,positive,investment_buildout
551,2022-04,20220404144500,https://www.constructiondive.com/news/meta-invests-16-billion-in-two-data-centers-temple-texas-kansas-city/621447/,constructiondive.com,Meta invests $1.6B in 2 more data centers | Construction Dive,live,yes,positive,investment_buildout
552,2022-04,20220428023000,https://pantagraph.com/news/state-and-regional/meta-expanding-dekalb-data-center-set-to-power-everything-from-facebook-to-instagram-next-year/article_9bfe3ce4-c680-11ec-b382-bfb0daabdf3e.html,pantagraph.com,"Meta expanding DeKalb data center, set to power everything from Facebook to Instagram next year",live,yes,positive,investment_buildout
553,2022-04,20220420094500,https://www.yahoo.com/now/asia-pacific-data-center-power-082800653.html,yahoo.com,"Asia-Pacific Data Center Power Markets, 2022-2027 - Increased Investments from Colocation Providers as Well as Hyperscale Operators",live,yes,positive,investment_buildout
554,2022-04,20220426131500,https://www.worldpropertyjournal.com/real-estate-news/singapore/commercial-real-estate-news-cbre-asia-pacific-data-center-investment-report-tom-fillmore-new-data-centers-built-in-asia-pacific-region-in-2022-13081.php,worldpropertyjournal.com,Investor Demand for Asia Pacific Data Centers Hit Record Highs in 2021 - WORLD PROPERTY JOURNAL Global News Center,live,yes,positive,investment_buildout
555,2022-04,20220427203000,https://www.datacenterdynamics.com/en/news/imasons-proposes-work-on-data-centers-embodied-carbon/,datacenterdynamics.com,iMasons proposes work on data centers' embodied carbon - DCD,live,yes,positive,environment_water
556,2022-04,20220411174500,https://www.wfmz.com/news/pr_newswire/pr_newswire_technology/bahrain-data-center-market-investment-report-2022-2027-analysis-by-it-power-cooling-and-general/article_22601ced-577d-5569-9979-8f5eb45ff9ef.html,wfmz.com,"Bahrain Data Center Market Investment Report 2022-2027: Analysis by IT, Power, Cooling, and General Construction Services with Sizing and Forecasts",live,yes,neutral,investment_buildout
557,2022-04,20220421191500,https://www.theedgemarkets.com/article/ytl-green-data-center-park-johor-launched,theedgemarkets.com,ytl green data center park johor launched,slug,yes,positive,investment_buildout
558,2022-04,20220412160000,https://www.lightreading.com/digital-infrastructure/dci/teamblue-denmark-deploys-cienas-data-center-interconnect-platform/d/d-id/776744,lightreading.com,Team.blue Denmark deploys Ciena's data center interconnect platform,live,yes,neutral,tech_operations
559,2022-04,20220428171500,https://www.prnewswire.com:443/news-releases/q1-2022-european-data-centre-developments-report-with-analysis-of-the-city-where-the-new-development-will-be-launched-301535412.html,prnewswire.com:443,"Q1,2022 European Data Centre Developments Report with Analysis of the City Where the New Development will be Launched",live,yes,neutral,investment_buildout
560,2022-04,20220408033000,https://kdhnews.com/news/region/city-council-approves-rezoning-for-225-million-temple-green-data-center/article_c45ce09e-ffc6-52ae-97b6-a2abe3bfb1f0.html,kdhnews.com,City Council approves rezoning for $225 million Temple Green Data center,live,yes,positive,policy_regulation
561,2022-04,20220419000000,https://www.bnamericas.com/en/news/hostdime-investing-in-datacenter-retrofits-new-sites-and-solar-plant-in-latam,bnamericas.com,"HostDime investing in datacenter retrofits, new sites and solar plant in LatAm - BNamericas",live,yes,positive,investment_buildout
562,2022-04,20220413151500,https://www.crn.com/news/cloud/google-s-sundar-pichai-vital-9-5b-data-center-office-investments-in-2022,crn.com,"Google’s Sundar Pichai: ‘Vital’ $9.5B Data Center, Office Investments In 2022 | CRN",live,yes,positive,investment_buildout
563,2022-04,20220420090000,https://nz.finance.yahoo.com/news/asia-pacific-data-center-power-082800653.html,nz.finance.yahoo.com,"Asia-Pacific Data Center Power Markets, 2022-2027 - Increased Investments from Colocation Providers as Well as Hyperscale Operators",live,yes,positive,investment_buildout
564,2022-04,20220404080000,https://www.bignewsnetwork.com/news/272449476/colliers-appoints-rao-srinivasa-as-managing-director-for-data-centers-in-india,bignewsnetwork.com,Colliers appoints Rao Srinivasa as Managing Director for Data Centers in India,live,yes,neutral,other
565,2022-04,20220422203000,https://roscommonherald.ie/2022/04/22/amazon-gets-green-light-for-meath-data-centre-despite-an-taisce-opposition/,roscommonherald.ie,amazon gets green light for meath data centre despite an taisce opposition,slug,yes,positive,community_opposition
566,2022-04,20220411160000,https://www.sandiegosun.com/news/272471241/green-data-center-market-anticipated-to-have-a-significant-cagr-of-143-during-the-period-of-2022-2032,sandiegosun.com,Green Data Center Market anticipated to have a significant CAGR of 14.3% during the period of 2022-2032,live,yes,positive,investment_buildout
567,2022-04,20220411084500,https://www.thehindu.com/sci-tech/technology/mumbai-chennai-dominate-data-centre-market-in-india-report-says/article65310915.ece,thehindu.com,"Mumbai, Chennai dominate data centre market in India, report says - The Hindu",live,yes,neutral,investment_buildout
568,2022-04,20220429191500,https://www.prnewswire.com/news-releases/middle-east-data-center-market-report-2021-2027-featuring-aws-cisco-equinix-etisalat-injazat-data-system-oman-data-park-data-mount-detecon-al-saudia-ooredoo-meeza-al-nabaa-masaratcom-301536242.html,prnewswire.com,"Middle East Data Center Market Report 2021-2027 Featuring AWS, Cisco, Equinix, Etisalat, Injazat Data System, Oman Data Park, Data mount, Detecon Al Saudia, Ooredoo, Meeza, Al Nabaa, Masaratcom",live,yes,neutral,investment_buildout
569,2022-04,20220419183000,https://www.californiatelegraph.com/news/272496176/compass-datacenters-selects-activepure-for-new-workplace-health-initiative,californiatelegraph.com,Compass Datacenters Selects ActivePure For New Workplace Health Initiative,live,yes,positive,tech_operations
570,2022-04,20220404131500,https://katcountry989.com/2022/04/04/amd-to-buy-cloud-startup-pensando-for-1-9-billion-in-data-center-push/,katcountry989.com,AMD to buy cloud startup Pensando for $1.9 billion in data center push | Kat Country 98.9 | KTCO,live,yes,positive,investment_buildout
571,2022-04,20220425110000,https://seekingalpha.com/article/4503269-chindata-potentially-sale-m-and-a-heats-china-data-centers,seekingalpha.com,chindata potentially sale and heats china data centers,slug,yes,neutral,investment_buildout
572,2022-04,20220405101500,https://www.finanznachrichten.de/nachrichten-2022-04/55696697-research-and-markets-switzerland-data-centre-market-landscape-report-2022-2026-data-centre-raised-floor-space-is-forecast-to-grow-by-over-43-with-r-004.htm,finanznachrichten.de,Research and Markets: Switzerland Data Centre Market Landscape Report 2022-2026: Data Centre Raised Floor Space is Forecast to Grow by Over 43% with Revenues Seeing Growth of 49% - ResearchAndMarkets.com,live,yes,positive,investment_buildout
573,2022-04,20220407021500,https://www.mingtiandi.com/real-estate/finance/nuveen-buys-hong-kong-data-centre-osaka-apartments/,mingtiandi.com,"Nuveen Buys Hong Kong Data Centre, Osaka Apartments - Mingtiandi",live,yes,positive,investment_buildout
574,2022-04,20220420191500,https://www.datacenterknowledge.com:443/cloud/sap-shutting-down-russian-data-centers-leaving-country,datacenterknowledge.com:443,"SAP Is Shutting Down Russian Data Centers, Leaving the Country",live,yes,negative,tech_operations
575,2022-04,20220401121500,https://www.datacenterdynamics.com/en/news/telekom-malaysia-secures-green-electricity-tariff-for-three-data-centers/,datacenterdynamics.com,Telekom Malaysia secures green electricity tariff for three data centers - DCD,live,yes,positive,energy_grid
576,2022-04,20220419124500,https://www.bakersfield.com/ap/news/iron-mountain-constructs-the-first-ever-breeam-design-certified-data-center-in-north-america/article_2ccd29e4-3cda-56ad-a6f9-edebb2c8774d.html,bakersfield.com,iron mountain constructs the first ever breeam design certified data center in north america,slug,yes,positive,environment_water
577,2022-04,20220418223000,https://www.newyorktelegraph.com/news/272493086/data-center-construction-market-size-share-top-companies-new-technology-demand-and-forecast-2022-2027,newyorktelegraph.com,data center construction market size share top companies new technology demand and forecast,slug,yes,neutral,investment_buildout
578,2022-04,20220418144500,https://www.mdjonline.com/tribune/georgia/google-to-invest-9-5-billion-in-u-s-offices-data-centers/article_b2bf16f9-4718-51eb-ba0d-bea266f4d79a.html,mdjonline.com,google to invest billion in offices data centers,slug,yes,positive,investment_buildout
579,2022-04,20220405021500,https://www.reseller.co.nz/article/696875/kyndryl-strikes-multi-year-deal-cdc-data-centres/,reseller.co.nz,kyndryl strikes multi year deal cdc data centres,slug,yes,neutral,investment_buildout
580,2022-04,20220425223000,https://finance.yahoo.com/news/world-data-center-market-report-213000459.html,finance.yahoo.com,world data center market report,slug,yes,neutral,investment_buildout
581,2022-04,20220413104500,https://katcountry989.com/2022/04/13/google-to-invest-9-5-billion-in-u-s-offices-data-centers-this-year/,katcountry989.com,"Google to invest $9.5 billion in U.S. offices, data centers this year | Kat Country 98.9 | KTCO",live,yes,positive,investment_buildout
582,2022-04,20220427210000,https://datacenterfrontier.com/meta-using-ai-to-create-greener-concrete-for-its-data-centers/,datacenterfrontier.com,Meta Using AI to Create Greener Concrete for its Data Centers | Data Center Frontier,live,yes,positive,environment_water
583,2022-04,20220419161500,https://www.digitaljournal.com/pr/micro-mobile-data-center-market-key-players-latest-developments-trending-news-and-all-future-plans-forecast-by-2029,digitaljournal.com,micro mobile data center market key players latest developments trending news and all future plans forecast by,slug,yes,neutral,investment_buildout
584,2022-04,20220428033000,https://herald-review.com/news/state-and-regional/facebook-parent-meta-expands-illinois-data-center-in-dekalb/article_b60bbab6-0c13-52dd-ae6c-ba581f1290dc.html,herald-review.com,Facebook parent Meta expands Illinois data center in DeKalb,live,yes,positive,investment_buildout
585,2022-04,20220422134500,https://www.datacenterdynamics.com/en/news/ark-data-centres-secures-700-million-loan-from-ing/,datacenterdynamics.com,Ark Data Centres secures £700 million loan from ING - DCD,live,yes,positive,investment_buildout
586,2022-04,20220407163000,http://www.zfenglish.com/companies/technology-telecoms/clusterpower-inaugurates-biggest-data-center-in-romania-20725053,zfenglish.com,ClusterPower Inaugurates Biggest Data Center in Romania | ZF English,live,yes,positive,investment_buildout
587,2022-04,20220428083000,https://www.prnewswire.com:443/news-releases/data-center-maintenance-and-support-services-market-size-to-grow-by-usd-7-69-billion--rise-in-data-center-spending-to-boost-growth--technavio-301534425.html,prnewswire.com:443,Data Center Maintenance and Support Services Market Size to Grow by USD 7.69 Billion | Rise In Data Center Spending to Boost Growth | Technavio,live,yes,positive,investment_buildout
588,2022-04,20220413143000,https://www.theusnews.com/news/272477437/sollensys-corp-acquires-additional-data-center-location,theusnews.com,sollensys corp acquires additional data center location,slug,yes,positive,investment_buildout
589,2022-04,20220419160000,https://www.finanznachrichten.de/nachrichten-2022-04/55810332-research-and-markets-data-centre-nordics-2022-to-2026-report-coverage-of-providers-and-facilities-for-denmark-finland-iceland-norway-sweden-r-004.htm,finanznachrichten.de,"Research and Markets: Data Centre Nordics 2022 to 2026 Report: Coverage of Providers and Facilities for Denmark, Finland, Iceland, Norway & Sweden - ResearchAndMarkets.com",live,yes,neutral,investment_buildout
590,2022-04,20220427034500,https://facilityexecutive.com/2022/04/three-data-center-predictions-for-2022/,facilityexecutive.com,Three Data Center Predictions For 2022 - Bonus Features - Facility Executive Magazine,live,yes,neutral,tech_operations
591,2022-04,20220428010000,https://qconline.com/news/state-and-regional/facebook-parent-meta-expands-illinois-data-center-in-dekalb/article_d8633401-9815-59a5-86e1-011c1ffd694c.html,qconline.com,Facebook parent Meta expands Illinois data center in DeKalb,live,yes,positive,investment_buildout
592,2022-04,20220401001500,https://www.itbusiness.ca/news/global-cloud-backup-and-recovery-firm-keepit-opens-its-first-two-canadian-datacentres/121058,itbusiness.ca,global cloud backup and recovery firm keepit opens its first two canadian datacentres,slug,yes,positive,investment_buildout
593,2022-04,20220420151500,https://www.siliconindia.com/news/general/tripura-inks-mou-with-nixicsc-to-establish-international-data-centre-nid-218698-cid-1.html,siliconindia.com,Tripura inks MoU with NIXI-CSC to establish International Data Centre,live,yes,positive,investment_buildout
594,2022-04,20220401003000,https://insidehpc.com/2022/03/tco-developmand-and-the-sdia-collaborate-on-sustainable-data-centers/,insidehpc.com,tco developmand and the sdia collaborate on sustainable data centers,slug,yes,positive,environment_water
595,2022-04,20220428020000,https://www.networkworld.com/article/3658136/south-asia-data-centre-guide-2022-country-by-country.html,networkworld.com,South Asia data centre guide 2022: Country by country | Network World,live,yes,neutral,investment_buildout
596,2022-04,20220422170000,https://www.finanznachrichten.de/nachrichten-2022-04/55847304-hostdime-hostdime-com-hostdime-s-brazil-data-center-to-be-100-powered-by-the-sun-399.htm,finanznachrichten.de,HostDime (hostdime.com): HostDime's Brazil Data Center to Be 100% Powered by the Sun,live,yes,positive,energy_grid
597,2022-04,20220427141500,https://www.finanznachrichten.de/nachrichten-2022-04/55887046-green-data-center-market-size-worth-dollar-145-billion-globally-by-2028-at-16-6-cagr-verified-market-research-008.htm,finanznachrichten.de,green data center market size worth dollar billion globally by at cagr verified market research,slug,yes,positive,investment_buildout
598,2022-04,20220425124500,https://adage.com/article/datacenter/agency-report-2022-agency-employment/2413181,adage.com,Agency Report 2022: Agency employment - Ad Age,live,no,neutral,other
599,2022-04,20220404074500,https://www.arabianbusiness.com/industries/technology/contracting-giant-alec-redefines-data-centre-construction-with-prefabricated-liquid-immersion-solutions,arabianbusiness.com,contracting giant alec redefines data centre construction with prefabricated liquid immersion solutions,slug,yes,positive,tech_operations
600,2022-04,20220423063000,https://www.datacenterdynamics.com/en/opinions/from-the-sensor-to-the-data-center/,datacenterdynamics.com,From the sensor to the data center - DCD,live,yes,neutral,tech_operations
601,2022-05,20220524013000,https://www.irishtimes.com/business/financial-services/eirgrid-halts-talks-with-potential-data-centres-over-electricity-curbs-1.4886383,irishtimes.com,EirGrid halts talks with potential data centres over electricity curbs – The Irish Times,live,yes,negative,energy_grid
602,2022-05,20220506194500,https://www.prnewswire.com:443/news-releases/global-data-center-server-market-report-2022-2027---data-center-construction-to-drive-procurement-of-high-density-servers--rising-digitalization--development-of-internet-infrastructure-301541977.html,prnewswire.com:443,Global Data Center Server Market Report 2022-2027 - Data Center Construction to Drive Procurement of High-Density Servers & Rising Digitalization & Development of Internet Infrastructure,live,yes,positive,investment_buildout
603,2022-05,20220526080000,https://menafn.com/1104275901/North-America-Data-Center-Server-Market-Estimated-To-Reach-US-245-Billion-By-2027,menafn.com,North America Data Center Server Market Estimated To Reach US Billion By,slug,yes,positive,investment_buildout
604,2022-05,20220510114500,https://www.prnewswire.com/news-releases/element-critical-completes-expansion-of-houston-one-data-center-to-meet-increasing-demand-for-customizable-data-center-space-in-texas-301543147.html,prnewswire.com,Element Critical Completes Expansion of Houston One Data Center to Meet Increasing Demand for Customizable Data Center Space in Texas,live,yes,positive,investment_buildout
605,2022-05,20220506124500,https://finance.yahoo.com/news/united-states-data-center-power-120800791.html,finance.yahoo.com,"United States Data Center Power Markets, 2022-2027 - Surge in Rack Power Density, Emergence of Fuel Cell Generators, Sustainability Initiatives by Data Center Operators",live,yes,positive,investment_buildout
606,2022-05,20220530103000,https://www.businesswire.com/news/home/20220530005025/en/Verne-Global-and-Landsvirkjun-Team-Up-to-Fuel-Icelandic-Data-Center%E2%80%99s-Back-up-Power-With-Green-Hydrogen,businesswire.com,Verne Global and Landsvirkjun Team Up to Fuel Icelandic Data Centers Back up Power With Green Hydrogen,slug,yes,positive,energy_grid
607,2022-05,20220519141500,https://www.digitaljournal.com/pr/cloud-providers-green-data-center-market-swot-analysis-latest-innovations-emerging-trends-industry-size-growth-prospects-and-forecast-2027,digitaljournal.com,cloud providers green data center market swot analysis latest innovations emerging trends industry size growth prospects and forecast,slug,yes,positive,investment_buildout
608,2022-05,20220504074500,https://www.bloombergquint.com/business/amd-delivers-upbeat-forecast-as-it-sells-more-data-center-chips,bloombergquint.com,amd delivers upbeat forecast as it sells more data center chips,slug,yes,positive,investment_buildout
609,2022-05,20220503123000,https://www.prnewswire.com/news-releases/equinix-expands-in-latin-america-completes-acquisition-of-four-data-centers-in-chile-301538287.html,prnewswire.com,"Equinix Expands in Latin America, Completes Acquisition of Four Data Centers in Chile",live,yes,positive,investment_buildout
610,2022-05,20220512094500,https://www.prnewswire.com:443/news-releases/data-center-power-market-is-projected-to-reach-33-380-1-million-by-2030--says-ps-intelligence-301545717.html,prnewswire.com:443,"Data Center Power Market Is Projected To Reach $33,380.1 Million by 2030, says P&S Intelligence",live,yes,positive,investment_buildout
611,2022-05,20220523073000,https://www.arnnet.com.au/article/698349/intel-build-700m-sustainability-focused-data-centre-r-d-lab/,arnnet.com.au,Intel to build $700M sustainability-focused R&D lab | Network World,live,yes,positive,investment_buildout
612,2022-05,20220503144500,https://markets.financialcontent.com/stocks/article/bizwire-2022-5-3-global-micro-mobile-data-center-market-report-2022-to-2031-featuring-schneider-electric-huawei-technologies-and-eaton-among-others-researchandmarketscom,markets.financialcontent.com,"FinancialContent - Global Micro Mobile Data Center Market Report (2022 to 2031) - Featuring Schneider Electric, Huawei Technologies and Eaton Among Others - ResearchAndMarkets.com",live,yes,neutral,investment_buildout
613,2022-05,20220503183000,https://www.ecofinagency.com/telecom/0305-43573-zimbabwe-telone-inaugurates-bulawayo-data-center-for-enhanced-internet,ecofinagency.com,Zimbabwe: TelOne inaugurates Bulawayo data center for enhanced internet - Ecofin Agency,live,yes,positive,investment_buildout
614,2022-05,20220520063000,https://finance.yahoo.com/news/data-center-colocation-market-analysis-053600797.html,finance.yahoo.com,"Data Center Colocation Market Analysis [2022-2029] | Industry Size, Share, Trends, Demand, Growth, Opportunities and Forecast 2029",live,yes,neutral,investment_buildout
615,2022-05,20220503151500,https://www.siliconrepublic.com/enterprise/data-centres-ireland-electricity-ireland-2021,siliconrepublic.com,Irish data centres consumed more electricity than rural dwellings in 2021,live,yes,negative,energy_grid
616,2022-05,20220512193000,https://menafn.com/1104204461/Soluna-Raises-35M-From-Spring-Lane-Capital-To-Build-Green-Data-Centers-For-Crypto-Machine-Learning&source=26,menafn.com,Soluna Raises From Spring Lane Capital To Build Green Data Centers For Crypto Machine Learning&source=26,slug,yes,positive,investment_buildout
617,2022-05,20220506101500,https://www.prnewswire.com:443/news-releases/europe-data-center-power-market-outlook--forecast-2022-2027-adoption-of-cutting-edge-ups-battery-technologies-rising-adoption-of-modular-power-infrastructure-sustainable-innovations-301541538.html,prnewswire.com:443,"Europe Data Center Power Market Outlook & Forecast 2022-2027: Adoption of Cutting-Edge UPS Battery Technologies, Rising Adoption of Modular Power Infrastructure, Sustainable Innovations",live,yes,positive,investment_buildout
618,2022-05,20220523084500,https://www.heraldglobe.com/news/272561214/ireland-reverses-south-dublin-county-council-ban-on-data-centers,heraldglobe.com,ireland reverses south dublin county council ban on data centers,slug,yes,positive,policy_regulation
619,2022-05,20220531130000,https://menafn.com/1104298793/US-Data-Center-Market-Share-Size-Growth-Opportunity-And-Forecast-Till-2022-2031,menafn.com,US Data Center Market Share Size Growth Opportunity And Forecast Till,slug,yes,positive,investment_buildout
620,2022-05,20220512220000,https://www.globenewswire.com/news-release/2022/05/12/2442498/0/en/Argentina-data-center-market-Size-to-Reach-300-5-million-Investment-by-2027-Ley-de-Protecci%C3%B3n-de-los-Datos-Personales-Data-Privacy-Law-to-Drive-the-Market-Growth-Arizton.html,globenewswire.com,Argentina data center market Size to Reach $300.5 million,live,yes,positive,investment_buildout
621,2022-05,20220513134500,https://www.developingtelecoms.com/telecom-business/telecom-investment-mergers/13486-new-entrant-plans-big-investment-in-indonesian-data-centre-sector.html,developingtelecoms.com,New entrant plans big investment in Indonesian data centre sector - Developing Telecoms,live,yes,positive,investment_buildout
622,2022-05,20220527174500,https://www.rcrwireless.com/20220527/telco-cloud/telefonica-tech-opens-virtual-data-center-in-ashburn-va,rcrwireless.com,"Telefónica Tech opens ‘Virtual Data Center’ in Ashburn, VA",live,yes,positive,investment_buildout
623,2022-05,20220512083000,https://africabusinesscommunities.com/tech/tech-news/us-data-center-operator-flexential-partners-with-angola-cables-to-strengthen-connectivity-to-african-markets/,africabusinesscommunities.com,us data center operator flexential partners with angola cables to strengthen connectivity to african markets,slug,yes,positive,investment_buildout
624,2022-05,20220519201500,https://www.globenewswire.com/news-release/2022/05/19/2446624/28124/en/Peru-Data-Center-Market-Investment-Growth-Report-2022-2027-Peru-is-One-of-the-Upcoming-Markets-in-Latin-America.html,globenewswire.com,Peru Data Center Market Investment/Growth Report 2022-2027,live,yes,positive,investment_buildout
625,2022-05,20220516114500,https://www.itpro.co.uk/server-storage/data-centres/367690/data-centres-that-switch-from-hdds-to-ssds-use-70-less-power,itpro.co.uk,Data centres that switch from HDDs to SSDs use 70% less power | IT Pro,live,yes,positive,energy_grid
626,2022-05,20220504023000,https://datacenternews.asia/story/edgeconnex-enters-indonesia-plans-for-data-center-campus,datacenternews.asia,"EdgeConneX enters Indonesia, plans for data center campus",live,yes,positive,investment_buildout
627,2022-05,20220517050000,https://www.wiredprnews.com/data-center-physical-security-market-will-hit-1-5-billion-by-2027-increasing-adoption-of-multi-factor-authentication-mfa-solution-driving-the-market-demand-arizton-press-release/,wiredprnews.com,data center physical security market will hit billion by increasing adoption of multi factor authentication mfa solution driving the market demand arizton press release,slug,yes,positive,investment_buildout
