id,month,seendate,title,domain,sourcecountry,relevant,sentiment,theme
353,2022-03,20220316T094500Z,7 applicants for Decatur police chief vacancy recommended for interviews,decaturdaily.com,United States,no,neutral,other
354,2022-03,20220316T101500Z,"Two Customers Deployed More Than Half of the Total Data Center Ethernet Switch Bandwidth in 2021 , According to Crehan Research",prnewswire.com,United States,yes,neutral,tech_operations
355,2022-03,20220316T103000Z,Global Chip Shortage and the Industry Impact of Leading,globenewswire.com,United States,no,neutral,other
356,2022-03,20220316T103000Z,Soluna Holdings ( SLNH ) Reports February Site Level Financials,streetinsider.com,United States,no,neutral,other
357,2022-03,20220316T104500Z,Panduit launches new generation FlexFusion™ cabinets,datacenterdynamics.com,United States,yes,positive,tech_operations
358,2022-03,20220316T104500Z,5 easy ways to protect your data center from the effects of climate change,datacenterdynamics.com,United States,yes,neutral,environment_water
359,2022-03,20220316T110000Z,AVCT Announces Closing of Divestiture of Computex Technology Solutions to Calian Group Ltd . ,forextv.com,United States,no,neutral,other
360,2022-03,20220316T110000Z,Calian Group Ltd .: Calian Completes Acquisition of US Managed Service Provider Computex,finanznachrichten.de,Germany,no,neutral,other
361,2022-03,20220316T111500Z,Micron Is Riding on These 3 Massive Trends,fool.com,United States,no,neutral,other
362,2022-03,20220316T113000Z,Preparing Microsoft cloud networks for regional disruptions,csoonline.com,United States,no,neutral,other
363,2022-03,20220316T123000Z,Google Cloud and VMware Expand Global Partnership to Help Enterprises Accelerate App Modernization and Cloud Transformation,markets.businessinsider.com,United States,no,neutral,other
364,2022-03,20220316T123000Z,Verizon gains zoning approval for planned data center in Georgia,datacenterdynamics.com,United States,yes,positive,policy_regulation
365,2022-03,20220316T123000Z,Meten Holding Group Ltd . Announces Strategic Alliance to Explore Opportunities in Blockchain and Digital Currency Industries,prnewswire.com,United States,no,neutral,other
366,2022-03,20220316T123000Z,"Gold Data launches Gemini , mirrorhaul technology that will guarantee virtually 100 % availability of Ethernet traffic",totaltele.com,United Kingdom,no,neutral,other
367,2022-03,20220316T133000Z,Intel pledges up to $87 billion for European chip manufacturing,electronics360.globalspec.com,United States,no,neutral,other
368,2022-03,20220316T133000Z,Solutions - II Announces Traci Easton as Senior Director of Marketing,finance.yahoo.com,United States,no,neutral,other
369,2022-03,20220316T133000Z,Paratus to open a data center in Namibia in August 2022,ecofinagency.com,Nigeria,yes,positive,investment_buildout
370,2022-03,20220316T140000Z,The Nasdaq Soaring and Investors Are Watching These 2 Winning Stocks,fool.com,United States,no,neutral,other
371,2022-03,20220316T141500Z,Honda to Install Stationary Fuel Cell Power Station on California Campus as First Step Toward Commercialization of Zero - Emission Backup Power Generation,altenergymag.com,United States,no,neutral,other
372,2022-03,20220316T153000Z,How to Back Up Your Digital Life,wired.com,United States,no,neutral,other
373,2022-03,20220316T154500Z,"EU sanctions Rostelecom president , Yandex deputy CEO , and VK Company CEO",datacenterdynamics.com,United States,no,neutral,other
374,2022-03,20220316T154500Z,UK NCSC and CPNI offer data center security guidance,datacenterdynamics.com,United States,yes,neutral,tech_operations
375,2022-03,20220316T154500Z,"Freedom Jacob Caesar is Building Africa Largest Industrial Park , Partnering with Azad Cola , Director of Max Midstream Texas",digitaljournal.com,United States,no,neutral,other
376,2022-03,20220316T154500Z,Invest in Africa First Free Zone Enclave for Crypto Miners by the Freedom Coin,digitaljournal.com,United States,no,neutral,other
377,2022-03,20220316T160000Z,Intel wants in on cloud gaming with its mysterious  Project Endgame  ,pcworld.com,United States,no,neutral,other
378,2022-03,20220316T163000Z,"The Best Stocks to Invest $1 , 000 in Right Now",fool.com,United States,no,neutral,other
379,2022-03,20220316T164500Z,Why havent Apple and Google shut down their app stores in Russia ? ,iol.co.za,South Africa,no,neutral,other
380,2022-03,20220316T164500Z,"Worldwide Battlefield Management Industry to 2026 - Featuring Aselsan , BAE Systems and General Dynamics Among Others",prnewswire.com,United States,no,neutral,other
381,2022-03,20220316T170000Z,"Global Modular Data Centers Markets , 2022 - 2026 - Coming Era of eLearning & The Ensuing Data Explosion to Spur Opportunities for Modular Datacenters in the Education Industry",prnewswire.com,United States,yes,positive,investment_buildout
382,2022-03,20220316T171500Z,Arm rival SiFive raises $175M to accelerate development of its alternative RISC - V chip architecture,siliconangle.com,United States,no,neutral,other
383,2022-03,20220316T171500Z,Google employee that criticized Israeli cloud contract told to move to Brazil or lose job,datacenterdynamics.com,United States,no,neutral,other
384,2022-03,20220316T171500Z,The DOD Needs a Joint Wargaming Center,defenseone.com,United States,no,neutral,other
385,2022-03,20220316T171500Z,10 Stocks to Invest In Today According to Orkun Kilic Berry Street Capital,insidermonkey.com,United States,no,neutral,other
386,2022-03,20220316T174500Z,IT News Online - FiberLight Powers Resound Networks to Take Advantage of Rural Digital Opportunity Funds to Enable Wireless Service in New Texas Markets,itnewsonline.com,United States,no,neutral,other
387,2022-03,20220316T181500Z,CEI and VKIN Have Built Diversified Green Portfolio Positioned for Future Energy Market,marketscreener.com,,no,neutral,other
388,2022-03,20220316T183000Z,"Unique water storage project will benefit Columbia Basin farms , fish",capitalpress.com,United States,no,neutral,other
389,2022-03,20220316T191500Z,ITI builds up its Data Centre capabilities - The Hindu BusinessLine,thehindubusinessline.com,India,yes,positive,investment_buildout
390,2022-03,20220316T203000Z,Washington State Approves More Data Center Tax Breaks,datacenterknowledge.com,United States,yes,positive,policy_regulation
391,2022-03,20220316T204500Z,Box Forecasts Annual Sales Growth of Up to 17 % in 2025,bnnbloomberg.ca,Canada,no,neutral,other
392,2022-03,20220316T204500Z,Defending Distributed Networks with Zero Trust Edge,csoonline.com,United States,no,neutral,other
393,2022-03,20220316T204500Z,A Jewish Google employee says her activism against an Israel contract got her job moved to Brazil,jta.org,Israel,no,neutral,other
394,2022-03,20220316T210000Z,Pluribus extends cloud fabric to Nvidia smartNICs,networkworld.com,United States,no,neutral,other
395,2022-03,20220322T133000Z,"COMCAST TO INVEST $22 MILLION TO EXPAND FIBER BROADBAND SERVICE TO 18 , 000+ HOMES & BUSINESSES IN EAGLE MOUNTAIN , UTAH",apnews.com,United States,no,neutral,other
396,2022-03,20220322T133000Z,"GaN Systems Brings Stunning GaN Audio to Cars , Motorcycles , and Boats",digitaljournal.com,United States,no,neutral,other
397,2022-03,20220322T140000Z,NTT DoCoMo pitches open RAN smarts plus 13 - vendor dream team,lightreading.com,United States,no,neutral,other
398,2022-03,20220322T140000Z,Are Amazon buybacks a sign that the growth machine is slowing ? ,retaildive.com,United States,no,neutral,other
399,2022-03,20220322T141500Z,Zain Group holds Annual General Assembly with a quorum of 75 . 14 % ,kuwaittimes.com,,no,neutral,other
400,2022-03,20220322T143000Z,Park Place Technologies Acquires Reliant Technology,indiaeducationdiary.in,India,no,neutral,other
401,2022-03,20220322T143000Z,Data center company Switch said to be considering sale - report,datacenterdynamics.com,United States,yes,neutral,investment_buildout
402,2022-03,20220322T144500Z,Converge Networking and Security with Zero - Trust Edge,informationweek.com,United States,no,neutral,other
403,2022-03,20220322T150000Z,AMD is bringing its turbo - charged Instinct MI200 GPUs to the mainstream,techradar.com,United Kingdom,no,neutral,other
404,2022-03,20220322T151500Z,Greece public postal service offline due to ransomware attack,bleepingcomputer.com,Russia,no,neutral,other
405,2022-03,20220322T153000Z,HPE Ups Cloud Ante With Blockbuster HPE GreenLake Launch,crn.com,United States,no,neutral,other
406,2022-03,20220322T154500Z,"2 Reasons to Buy Amazon Before Its Stock Split , 1 Reason to Buy After",fool.com,United States,no,neutral,other
407,2022-03,20220322T160000Z,Climate Change : Earth Poles Hit Simultaneously by Heatwaves,greekreporter.com,Greece,no,neutral,other
408,2022-03,20220322T161500Z,NVIDIA Announces DGX H100 Systems – World Most Advanced Enterprise AI Infrastructure,apnews.com,United States,no,neutral,other
409,2022-03,20220322T161500Z,"Everhart Financial Group Inc . Acquires Shares of 2 , 835 Advanced Micro Devices , Inc . ( NASDAQ : AMD ) ",etfdailynews.com,United States,no,neutral,other
410,2022-03,20220322T161500Z,Global Server Virtualization Software Market to Reach $10 . 4 Billion by 2026,prnewswire.com,United States,no,neutral,other
411,2022-03,20220322T163000Z,High Availability Options for IBM I Applications in the Cloud,networkcomputing.com,United States,no,neutral,other
412,2022-03,20220322T170000Z,Nvidia intros new GPUs and technology to accelerate AI computing,dnaindia.com,India,no,neutral,other
413,2022-03,20220322T171500Z,"HPE Expands GreenLake Edge - to - Cloud Platform with Unified Experience , New Cloud Services , and Expanded Partner Ecosystem",hpcwire.com,United States,no,neutral,other
414,2022-03,20220322T171500Z,Tachyum Demonstrates Native KVM Virtualization on Prodigy Emulation,hpcwire.com,United States,no,neutral,other
415,2022-03,20220322T173000Z,"Generator Sales Market by Fuel Type , Power Rating , Application , End - user , Design , Sales Channel and Region – Global Forecast to 2027",padovanews.it,Italy,no,neutral,other
416,2022-03,20220322T173000Z,"NVIDIA AI Delivers Major Advances in Speech , Recommender Systems and Hyperscale Inference",marketscreener.com,,no,neutral,other
417,2022-03,20220322T173000Z,New DDN Storage Appliance Doubles Performance for NVIDIA DGX AI Solutions and Speeds Up Analytics and Machine Learning in the Cloud by 100 % ,prnewswire.com,United States,no,neutral,other
418,2022-03,20220322T180000Z,"Modernization of crypto isnt the core mission for DoD and the IC , it what enables the mission - Breaking Defense Breaking Defense",breakingdefense.com,United States,no,neutral,other
419,2022-03,20220322T180000Z,NVIDIA Opens NVLink for Custom Silicon Integration,globenewswire.com,United States,no,neutral,other
420,2022-03,20220322T180000Z,"College , business leaders , to tour Woodbridge data center program",potomaclocal.com,United States,yes,positive,jobs_economy
421,2022-03,20220322T180000Z,"NVIDIA reveals next - gen Hopper GPU architecture , H100 GPU announced",tweaktown.com,United States,no,neutral,other
422,2022-03,20220322T180000Z,"NVIDIA Announces Hopper Architecture , the Next Generation of Accelerated Computing",wallstreet-online.de,Germany,no,neutral,other
423,2022-03,20220322T181500Z,Stocks To Buy And Watch : Cisco Rival Is Breaking Out Today | Investor Business Daily,investors.com,United States,no,neutral,other
424,2022-03,20220322T181500Z,Arelion Opens Additional Norway Fiber Route to Continental Europe,totaltele.com,United Kingdom,no,neutral,other
425,2022-03,20220322T183000Z,"Nvidia unveils next generation Hopper GPU architecture , and more accelerated applications at GTC 2022",techspot.com,United States,no,neutral,other
426,2022-03,20220322T184500Z,Ask HN : Who operates at scale without containers ? ,news.ycombinator.com,United States,no,neutral,other
427,2022-03,20220322T184500Z,"HPE GreenLake Edge - to - Cloud Platform Delivers Greater Choice and Simplicity with Unified Experience , New Cloud Services , and Expanded Partner Ecosystem",marketscreener.com,,no,neutral,other
428,2022-03,20220322T190000Z,"Nvidia unveils latest chips , technology to speed up AI computing",wsau.com,United States,no,neutral,other
429,2022-03,20220322T190000Z,Nvidia next - gen Hopper GPU revealed : 3 things PC gamers need to know,pcworld.com,United States,no,neutral,other
430,2022-03,20220322T190000Z,NILE Stock : A High - Potential Penny Stock Worth Your Attention,thestreet.com,United States,no,neutral,other
431,2022-03,20220322T191500Z,"Utah contractor , Facebook offer $100K for info on noose left at data center construction site",msn.com,United States,yes,negative,other
432,2022-03,20220322T200000Z,NVIDIA Launches AI Computing Platform for Medical Devices,hitconsultant.net,United States,no,neutral,other
433,2022-03,20220322T200000Z,NVIDIA Introduces Grace CPU Superchip,eejournal.com,United States,no,neutral,other
434,2022-03,20220322T201500Z,"Nvidia debuts next - generation H100 GPUs , its most powerful chips yet",siliconangle.com,United States,no,neutral,other
435,2022-03,20220322T201500Z,OVHcloud datacenter  lacked  automatic fire extinguishers,theregister.com,,yes,negative,tech_operations
436,2022-03,20220322T203000Z,HPE GreenLake Selected by BMW Group to Unify Data Management Across Global Locations and the Cloud,wallstreet-online.de,Germany,no,neutral,other
437,2022-03,20220322T204500Z,NVIDIA Jetson AGX Orin : The Next - Gen Platform That Will Power Our AI Robot Overlords Unveiled,hothardware.com,United States,no,neutral,other
438,2022-03,20220322T204500Z,"Copying of Unpatented Technology Permitted When Confidentiality Obligations Terminated | Manatt , Phelps & Phillips , LLP",jdsupra.com,United States,no,neutral,other
439,2022-03,20220322T210000Z,"  5G was born in the cloud , says STL exec at MWC Barcelona",rcrwireless.com,United States,no,neutral,other
440,2022-03,20220322T210000Z,Nvidia presents grand unified theory of the Omniverse,rcrwireless.com,United States,no,neutral,other
441,2022-03,20220322T220000Z,Report : $3 - 5M in Ad Fraud Daily from  Methbot  – Krebs on Security,krebsonsecurity.com,United States,no,neutral,other
442,2022-03,20220322T220000Z,Meta plans to build Dutch data centre hit political glitch | WSAU News / Talk 550 AM · 99 . 9 FM,wsau.com,United States,yes,negative,community_opposition
443,2022-03,20220322T220000Z,Newswire & Press Release / GigeNET Meets Soaring Enterprise Cloud Demand with ADVA DCI Solution - Computer Hardware / Storage - ADVA Optical Networking,newswiretoday.com,United States,yes,positive,investment_buildout
444,2022-03,20220322T220000Z,Idaho Power and Micron Technology Partner to Advance Solar - Powered Renewable Energy in Idaho,nrtoday.com,United States,no,neutral,other
445,2022-03,20220322T221500Z,At GTC : NVIDIA Launches Hopper Architecture and 80 - billion Transistor GPU for AI Data Centers,insidehpc.com,United States,yes,positive,tech_operations
446,2022-03,20220322T221500Z,NVIDIA Announces DGX H100  AI Infrastructure  Systems,insidehpc.com,United States,no,neutral,other
447,2022-03,20220322T221500Z,"NVIDIA Introduces 144 - Core Grace CPU  Superchip  for AI , HPC",insidehpc.com,United States,no,neutral,other
448,2022-03,20220322T221500Z,VAST Data Collaborates with NVIDIA to Build the Data Foundation for AI Superclusters with  Ceres  ,hpcwire.com,United States,no,neutral,other
449,2022-03,20220322T223000Z,Partner Up ! grant program launches to address child care crisis,kenoshanews.com,United States,no,neutral,other
450,2022-03,20220322T231500Z,GTT launches SASE with Palo Alto Networks,lightreading.com,United States,no,neutral,other
451,2022-04,20220405T001500Z,Micron Appoints Fran Dillard as Vice President and Chief Diversity Inclusion Officer,itnewsonline.com,United States,no,neutral,other
452,2022-04,20220405T001500Z,SK hynix and Solidigm Introduce First Collaborative Product,itnewsonline.com,United States,no,neutral,other
453,2022-04,20220405T010000Z,  Green oasi for Bitcoin mining : Norway has almost 1 % of global BTC hash rate,today.ng,Nigeria,no,neutral,other
454,2022-04,20220405T020000Z,"Sphere 3D Corp . and Gryphon Digital Mining , Inc . Move Forward After Mutual Agreement Not to Proceed With Merger",eagletribune.com,United States,no,neutral,other
455,2022-04,20220405T021500Z,AMD to buy John Chamber Pensando For US$1 . 9b,crn.com.au,Australia,no,neutral,other
456,2022-04,20220405T034500Z,"TMS Ep143 : Deepak Parekh , Covid - 19 cases , HDFC merger , edge data centres",business-standard.com,India,no,neutral,other
457,2022-04,20220405T043000Z,Micron Appoints Fran Dillard as Vice President and Chief,globenewswire.com,United States,no,neutral,other
458,2022-04,20220405T043000Z,AMD grabs DPU maker Pensando for a cool $1 . 9B,networkworld.com,United States,no,neutral,other
459,2022-04,20220405T044500Z,DVIDS - News - NRL develops photonic component library implementing first - of - its - kind Department of Navy trade secret license,dvidshub.net,United States,no,neutral,other
460,2022-04,20220405T050000Z,Stonepeak Successfully Completes $3 . 0 Billion Equity Recapitalization of Portfolio Company Cologix,businesswire.com,United States,yes,positive,investment_buildout
461,2022-04,20220405T050000Z,markus röglsperger - All news and posts by Crowdfund Insider,crowdfundinsider.com,United Kingdom,no,neutral,other
462,2022-04,20220405T050000Z,relay network - All news and posts by Crowdfund Insider,crowdfundinsider.com,United Kingdom,no,neutral,other
463,2022-04,20220405T051500Z,The venerable mainframe rolls on at IBM with the release of the z16 – TechCrunch,techcrunch.com,United States,no,neutral,other
464,2022-04,20220405T051500Z,IBM Banks on Lingering Relevance of Mainframes With New Model,bnnbloomberg.ca,Canada,no,neutral,other
465,2022-04,20220405T051500Z,Airtel and Mavenir Conduct India First Open RAN Based 5G NSA Validation | National Business,joplinglobe.com,United States,no,neutral,other
466,2022-04,20220405T053000Z,"TraceLink Announces Multiple Achievements in the Development of Opus™ , the Operating Platform for Industry 4 . 0",prnewswire.com,United States,no,neutral,other
467,2022-04,20220405T053000Z,TraceLink Delivers Major Enhancements to The Opus Digital Network Platform,prnewswire.com,United States,no,neutral,other
468,2022-04,20220405T060000Z,Companies express interest in ESG norms,thepeninsulaqatar.com,Qatar,no,neutral,other
469,2022-04,20220405T064500Z,AMD returns to deal making with $1 . 9 billion purchase of chip specialist Pensando,foxbusiness.com,United States,no,neutral,other
470,2022-04,20220405T071500Z,"Semiconductor Watchlist : Qualcomm , Micron , NXP",thestreet.com,United States,no,neutral,other
471,2022-04,20220405T074500Z,"SK hynix , Solidigm unveil 1st collaborative product",koreatimes.co.kr,South Korea,no,neutral,other
472,2022-04,20220405T083000Z,"SK hynix , Solidigm launch enterprise SSD for data centers",koreaherald.com,South Korea,yes,positive,tech_operations
473,2022-04,20220405T083000Z,Dimon Praises DeFI and Blockchain - Traders Magazine,tradersmagazine.com,United States,no,neutral,other
474,2022-04,20220405T091500Z,Equinix closes $320m acquisition of MainOne Africa,africabusinesscommunities.com,,yes,positive,investment_buildout
475,2022-04,20220405T101500Z,Research and Markets : Switzerland Data Centre Market Landscape Report 2022 - 2026 : Data Centre Raised Floor Space is Forecast to Grow by Over 43 % with Revenues Seeing Growth of 49 % ,finanznachrichten.de,Germany,yes,positive,investment_buildout
476,2022-04,20220405T103000Z,Micron Is Set to Deliver Record Revenue in Fiscal 2022,fool.com,United States,no,neutral,other
477,2022-04,20220405T104500Z,China telecom sector sees stable growth in Jan .- Feb .- Xinhua,news.cn,China,no,neutral,other
478,2022-04,20220405T110000Z,Atempo Provides Seagate Lyve Portfolio for Mass Data Migration to the Cloud and Across Data Centers,prnewswire.com,United States,yes,positive,tech_operations
479,2022-04,20220405T111500Z,"Data center proposed on site of former waste management plant in Tuscany , Italy",datacenterdynamics.com,United States,yes,neutral,investment_buildout
480,2022-04,20220405T113000Z,"Amazon . com , Inc .: Amazon Secures Up to 83 Launches from Arianespace , Blue Origin , and United Launch Alliance for Project Kuiper",finanznachrichten.de,Germany,no,neutral,other
481,2022-04,20220405T114500Z,Data Center Stocks Deliver Strong Growth by Marrying Tech and Real Estate,fool.com,United States,yes,positive,investment_buildout
482,2022-04,20220405T114500Z,ConnectiCare Farmington corporate HQ property for sale | Hartford Business Journal,hartfordbusiness.com,United States,no,neutral,other
483,2022-04,20220405T114500Z,F5 BIG - IP CNF solutions help customers accelerate and secure 5G deployment,helpnetsecurity.com,,no,neutral,other
484,2022-04,20220405T120000Z,Daily Kickoff : Ron Dermer joins Jerusalem investment firm + Assessing Janice Winfrey chances vs . Rashida Tlaib,jewishinsider.com,Israel,no,neutral,other
485,2022-04,20220405T123000Z,Veleta Capital and Oaktree Form Joint Venture,joplinglobe.com,United States,no,neutral,other
486,2022-04,20220405T123000Z,COMPASS DATACENTERS LAUNCHES COMPASS QUANTUM TO DELIVER WHITE SPACE AS A SERVICE™,prnewswire.com,United States,yes,positive,investment_buildout
487,2022-04,20220405T124500Z,NXT GEN TECHNOLOGIES NAMED TOP 30 BY INC . MAGAZINE,prnewswire.com,United States,no,neutral,other
488,2022-04,20220405T130000Z,Aligned Advances ESG Strategy and Accelerates Supply Chain,globenewswire.com,United States,yes,positive,environment_water
489,2022-04,20220405T133000Z,Aligned Advances ESG Strategy and Accelerates Supply Chain Decarbonization Through Circular Asset Management and Embodied Carbon Tracking,forextv.com,United States,yes,positive,environment_water
490,2022-04,20220405T134500Z,DCW 2022 : Non - technological Factors Are Set to Define the Future of IT,datacenterknowledge.com,United States,yes,neutral,other
491,2022-04,20220405T140000Z,"AMD Stock Up 2 %, Advanced Micro Devices Acquires Pensando for $2B",coinspeaker.com,United States,no,neutral,other
492,2022-04,20220405T141500Z,11 Best REIT Stocks To Buy Right Now - Insider Monkey,insidermonkey.com,United States,no,neutral,other
493,2022-04,20220405T141500Z,5 Best REIT Stocks To Buy Right Now - Insider Monkey,insidermonkey.com,United States,no,neutral,other
494,2022-04,20220405T154500Z,AMD Is About as Hot as It Gets : Here How to Trade It,realmoney.thestreet.com,United States,no,neutral,other
495,2022-04,20220405T160000Z,AMD Building Momentum in Data Centers With Acquisition of Pensando,fool.com,United States,yes,positive,investment_buildout
496,2022-04,20220405T163000Z,Legrand : Total Number of Shares and Voting Rights,finanznachrichten.de,Germany,no,neutral,other
497,2022-04,20220405T164500Z,"IBM Z16 – The Mainframe Is Dead , Long Live The Mainframe",forbes.com,United States,no,neutral,other
498,2022-04,20220405T170000Z,"NewEdge Wealth LLC Acquires New Shares in Cisco Systems , Inc . ( NASDAQ : CSCO ) ",etfdailynews.com,United States,no,neutral,other
499,2022-04,20220405T171500Z,Will Qualcomm Continue to Disappoint Traders ? ,realmoney.thestreet.com,United States,no,neutral,other
500,2022-04,20220405T173000Z,Micron names new executive vice president and chief financial office,ktvb.com,United States,no,neutral,other
501,2022-04,20220405T183000Z,"Logistics Robots Market , Top Players , Size , Business Scenario , Share , Growth , Insights , Industry Analysis 2027",digitaljournal.com,United States,no,neutral,other
502,2022-04,20220405T194500Z,Pamplin Media Group - Two local residents vying for treasurer seat,pamplinmedia.com,United States,no,neutral,other
503,2022-04,20220405T200000Z,"Engineered Energy Solutions , Inc . Celebrates 40 Years in Business",prweb.com,United States,no,neutral,other
504,2022-04,20220405T203000Z,This is such bullshit - Everything2 . com,everything2.com,United States,no,neutral,other
505,2022-04,20220405T203000Z,This is such bullshit ( fiction ) by Glowing Fish,everything2.com,United States,no,neutral,other
506,2022-04,20220405T203000Z,Grain buys LightRiver Technologies & Software entities,lightreading.com,United States,yes,positive,investment_buildout
507,2022-04,20220405T203000Z,Lawsuit filed for Investors in shares of Vertiv Holdings Co,openpr.com,United States,no,neutral,other
508,2022-04,20220405T210000Z,AWS Heroes Panel offers insight into data mesh and quantum for handling computational challenges,siliconangle.com,United States,no,neutral,other
509,2022-04,20220405T220000Z,Corporate Office Properties Trust ( NYSE : OFC ) Receives Average Rating of  Hold  from Brokerages,etfdailynews.com,United States,no,neutral,other
510,2022-04,20220406T000000Z,Neighbors question amended application to build a data center,wusa9.com,United States,yes,negative,community_opposition
511,2022-04,20220406T011500Z,"Unified health code can bring more convenience , efficiency",usa.chinadaily.com.cn,China,no,neutral,other
512,2022-04,20220406T013000Z,Micron names new CFO,idahopress.com,United States,no,neutral,other
513,2022-04,20220406T020000Z,Huawei rising as a digital solutions provider,usa.chinadaily.com.cn,China,no,neutral,other
514,2022-04,20220406T020000Z,"SMART Global Holdings , Inc . ( SGH ) Q2 2022 Earnings Call Transcript",msn.com,United States,no,neutral,other
515,2022-04,20220406T030000Z,"Analysts Expect Cisco Systems , Inc . ( NASDAQ : CSCO ) to Post $0 . 86 EPS",etfdailynews.com,United States,no,neutral,other
516,2022-04,20220406T051500Z,"Brokerages Set Cisco Systems , Inc . ( NASDAQ : CSCO ) Price Target at $63 . 63",etfdailynews.com,United States,no,neutral,other
517,2022-04,20220406T054500Z,City University of Hong Kong Advances Scientific Research with Up to 10X Faster High Performance Computing Cluster from Hewlett Packard Enterprise,businesswire.com,United States,no,neutral,other
518,2022-04,20220406T061500Z,HIVE Blockchain Provides March 2022 Production and Intel Update,digitaljournal.com,United States,no,neutral,other
519,2022-04,20220406T061500Z,HIVE Blockchain Technologies Ltd .: HIVE Blockchain Provides March 2022 Production and Intel Update,finanznachrichten.de,Germany,no,neutral,other
520,2022-04,20220406T063000Z,Equinix acquires MainOne to accelerate digital transformation throughout the African continent,helpnetsecurity.com,,yes,positive,investment_buildout
521,2022-04,20220406T070000Z,"DGAP - News : Northern Data Hires Chief People Officer as Part of Its Business Expansion Strategy , Magyar Tőkepiac",magyartokepiac.hu,Hungary,yes,positive,investment_buildout
522,2022-04,20220406T073000Z,Frederick County Council violated Open Meetings Act in December,fredericknewspost.com,United States,no,neutral,other
523,2022-04,20220406T083000Z,Veeam Press Office,itnewsafrica.com,South Africa,no,neutral,other
524,2022-04,20220406T084500Z,"HPE : New Cluster at City University of Hong Kong Delivers 10X Speed Boost for HPC , AI",insidehpc.com,United States,no,neutral,other
525,2022-04,20220406T090000Z,Huawei Enterprise : Huawei commits to two - week delivery on flash storage solutions,finanznachrichten.de,Germany,no,neutral,other
526,2022-04,20220406T093000Z,Minister urges youth to become economy driving force,en.antaranews.com,Indonesia,no,neutral,other
527,2022-04,20220406T094500Z,Hyper - Converged Infrastructure Market is Expected to Reach $33 . 16 Billion by 2026,digitaljournal.com,United States,no,neutral,other
528,2022-04,20220406T101500Z,Vantage - occupied data center in Hong Kong sold to Nuveen APCF,datacenterdynamics.com,United States,yes,neutral,investment_buildout
529,2022-04,20220406T101500Z,Why the data center industry will continue to choose lead batteries,datacenterdynamics.com,United States,yes,neutral,tech_operations
530,2022-04,20220406T104500Z,Ethereum Coming  Merge  Could Make or Break Crypto,bnnbloomberg.ca,Canada,no,neutral,other
531,2022-04,20220406T104500Z,Contrasting Hong Kong and China Gas ( OTCMKTS : HOKCY ) & TETRA Technologies ( NYSE : TTI ) ,etfdailynews.com,United States,no,neutral,other
532,2022-04,20220406T110000Z,Switch ( NYSE : SWCH ) Hits New 1 - Year High at $31 . 71,etfdailynews.com,United States,no,neutral,other
533,2022-04,20220406T123000Z,Foxit eSign Gets The Mobile Treatment With Launch Of New iOS Mobile App,prnewswire.com,United States,no,neutral,other
534,2022-04,20220406T124500Z,Huawei Middle East IT Day 2022 spotlights full - stack data centre solutions,khaleejtimes.com,United Arab Emirates,yes,positive,tech_operations
535,2022-04,20220406T130000Z,Horry County officials to sell 20 acres for South Carolina cable landing station at Myrtle Beach,datacenterdynamics.com,United States,no,neutral,other
536,2022-04,20220406T130000Z,Softchoice Named 2022 VMware Partner of the Year,joplinglobe.com,United States,no,neutral,other
537,2022-04,20220406T134500Z,This Growth Stock Could 10X in 10 Years,fool.com,United States,no,neutral,other
538,2022-04,20220406T134500Z,"United States Hyperscale Data Center Markets Report 2022 - 2027 : Rising Investments , IOT & Big Data Driving the Demand , Deployment Of 5G",prnewswire.com,United States,yes,positive,investment_buildout
539,2022-04,20220406T143000Z,"Nextup . ai Launches Jira Integration+ for Microsoft Teams , Transforming the Software Development Process",prnewswire.com,United States,no,neutral,other
540,2022-04,20220406T144500Z,BREAKING : Board approves Amazon data center rezoning in Culpeper County,starexponent.com,United States,yes,positive,policy_regulation
541,2022-04,20220406T144500Z,"BFAR taps infotech for improved monitoring , control , surveillance",philippinetimes.com,Philippines,no,neutral,other
542,2022-04,20220406T151500Z,"Boeing Partners With Microsoft , Amazon , Google in the Cloud",marketwatch.com,United States,no,neutral,other
543,2022-04,20220406T151500Z,"FPI : Florida Families Continue to Struggle With Loss of Income , Food Insecurity",wqcs.org,United States,no,neutral,other
544,2022-04,20220406T153000Z,U of Michigan Warns Students of COVID - 19 Increases,insidehighered.com,United States,no,neutral,other
545,2022-04,20220406T154500Z,DesignCon Keynote : Silicon Photonics Chips Key for Data Centers,designnews.com,United States,yes,positive,tech_operations
546,2022-04,20220406T154500Z,Call for Papers for the 2022 OCP Future Technologies Symposium,hpcwire.com,United States,yes,neutral,tech_operations
547,2022-04,20220406T164500Z,"Voltus , Resideo , and Google Nest to Launch First Bring - Your - Own - Thermostat Program That Delivers Grid Support During Unplanned Power Plant Outages and",us.acrofan.com,South Korea,no,neutral,other
548,2022-04,20220406T164500Z,"Bitcoin mining facility in Pend Oreille Co . draws questions about power use , zoning",spokanepublicradio.org,United States,yes,negative,community_opposition
549,2022-04,20220406T171500Z,SDIA opens working groups on the footprint of the cloud,datacenterdynamics.com,United States,yes,neutral,environment_water
550,2022-04,20220406T174500Z,New IBM Channel Chief Kate Woolley : We Need To Be  More Essential To Our Partners  ,crn.com,United States,no,neutral,other
551,2022-04,20220406T174500Z,Plastic Pigment Market Size Estimated to Reach $18 . 6 Billion by 2027,digitaljournal.com,United States,no,neutral,other
